transport_id,module,objects_changed,lines_changed,conflicts,history_failures,transport_stage,change_request_status,risk_level
TR00479,SD,1,50,1,0,Development,Pending,LOW
TR00480,HR,2,103,0,0,Quality,Rejected,MEDIUM
TR00481,HR,6,13,1,1,Production,Pending,LOW
TR00482,FI,3,36,0,3,Production,Rejected,HIGH
TR00483,SD,6,46,1,1,Development,Approved,LOW
TR00484,HR,2,16,1,0,Quality,Approved,LOW
TR00485,HR,2,22,0,1,Development,Rejected,LOW
TR00486,FI,4,118,0,2,Quality,Pending,MEDIUM
TR00487,SD,1,92,2,3,Development,Pending,HIGH
TR00488,SD,2,67,0,2,Quality,Pending,MEDIUM
TR00489,SD,5,17,0,0,Development,Rejected,LOW
TR00490,HR,5,39,2,0,Quality,Rejected,HIGH
TR00491,HR,5,40,1,2,Development,Pending,MEDIUM
TR00492,FI,5,83,2,1,Development,Pending,HIGH
TR00493,MM,2,113,0,1,Development,Pending,HIGH
TR00494,HR,2,115,2,1,Production,Pending,HIGH
TR00495,FI,1,59,2,3,Production,Pending,HIGH
TR00496,HR,1,110,2,3,Development,Pending,HIGH
TR00497,FI,1,82,0,2,Production,Pending,MEDIUM
TR00498,SD,4,93,1,3,Development,Approved,HIGH
TR00499,MM,5,87,2,3,Development,Pending,HIGH
TR00500,SD,6,40,0,3,Quality,Pending,MEDIUM
TR00501,SD,3,117,1,0,Development,Approved,MEDIUM
TR00502,HR,3,44,2,3,Production,Rejected,HIGH
TR00503,HR,2,115,1,3,Production,Pending,HIGH
TR00504,MM,1,49,2,3,Development,Rejected,HIGH
TR00505,FI,2,34,0,0,Development,Approved,LOW
TR00506,SD,6,35,1,2,Quality,Rejected,MEDIUM
TR00507,FI,6,13,0,2,Quality,Rejected,MEDIUM
TR00508,HR,5,80,1,2,Development,Pending,MEDIUM
TR00509,FI,3,13,1,0,Development,Rejected,LOW
TR00510,MM,2,92,0,1,Quality,Rejected,MEDIUM
TR00511,FI,6,11,1,1,Production,Approved,LOW
TR00512,FI,2,42,2,2,Production,Rejected,HIGH
TR00513,HR,4,119,1,3,Quality,Approved,HIGH
TR00514,HR,5,23,0,2,Production,Rejected,MEDIUM
TR00515,SD,3,97,0,3,Development,Pending,HIGH
TR00516,SD,3,43,2,2,Development,Approved,HIGH
TR00517,MM,1,113,2,3,Production,Pending,HIGH
TR00518,FI,6,73,1,2,Quality,Pending,MEDIUM
TR00519,FI,5,100,2,1,Quality,Rejected,HIGH
TR00520,HR,6,55,2,2,Development,Rejected,HIGH
TR00521,MM,3,22,1,1,Production,Pending,LOW
TR00522,MM,6,52,2,0,Development,Pending,HIGH
TR00523,SD,4,110,1,2,Quality,Rejected,MEDIUM
TR00524,FI,4,16,2,0,Quality,Approved,HIGH
TR00525,HR,5,48,1,0,Development,Approved,LOW
TR00526,SD,4,82,1,1,Quality,Rejected,MEDIUM
TR00527,FI,4,52,2,1,Quality,Rejected,MEDIUM
TR00528,SD,2,107,0,1,Quality,Approved,MEDIUM
TR00529,HR,6,64,1,3,Quality,Pending,HIGH
TR00530,MM,6,57,0,2,Production,Approved,LOW
TR00531,MM,2,98,1,2,Development,Approved,MEDIUM
TR00532,SD,2,18,0,2,Quality,Pending,MEDIUM
TR00533,SD,4,97,0,2,Quality,Pending,MEDIUM
TR00534,MM,4,12,0,1,Production,Approved,LOW
TR00535,FI,5,74,0,0,Quality,Rejected,MEDIUM
TR00536,FI,4,91,1,0,Production,Approved,MEDIUM
TR00537,FI,1,98,0,3,Quality,Pending,HIGH
TR00538,SD,4,99,0,1,Production,Rejected,MEDIUM
TR00539,SD,4,94,0,2,Production,Rejected,MEDIUM
TR00540,HR,1,75,2,0,Quality,Approved,HIGH
TR00541,HR,2,87,0,2,Production,Approved,MEDIUM
TR00542,HR,3,30,0,3,Development,Rejected,HIGH
TR00543,SD,2,10,0,0,Development,Rejected,LOW
TR00544,MM,1,109,2,0,Production,Rejected,HIGH
TR00545,SD,6,39,1,2,Quality,Pending,LOW
TR00546,FI,3,56,2,2,Quality,Rejected,HIGH
TR00547,FI,1,119,0,1,Quality,Pending,MEDIUM
TR00548,SD,6,21,1,2,Development,Approved,MEDIUM
TR00549,HR,3,116,1,3,Quality,Rejected,HIGH
TR00550,MM,1,26,2,0,Development,Approved,HIGH
TR00551,HR,5,96,1,1,Production,Pending,MEDIUM
TR00552,FI,6,117,2,1,Quality,Pending,HIGH
TR00553,HR,4,15,0,2,Production,Pending,HIGH
TR00554,MM,6,53,2,0,Quality,Rejected,HIGH
TR00555,HR,3,94,2,3,Development,Rejected,HIGH
TR00556,FI,1,92,0,3,Quality,Approved,MEDIUM
TR00557,SD,2,52,1,0,Production,Approved,LOW
TR00558,HR,4,114,0,0,Quality,Pending,MEDIUM
TR00559,HR,1,119,1,3,Quality,Approved,HIGH
TR00560,FI,1,61,1,0,Production,Rejected,LOW
TR00561,SD,5,81,0,3,Quality,Pending,HIGH
TR00562,MM,4,52,2,3,Production,Rejected,HIGH
TR00563,HR,1,22,2,1,Development,Pending,HIGH
TR00564,SD,5,76,1,0,Development,Approved,LOW
TR00565,HR,1,42,2,1,Development,Approved,HIGH
TR00566,HR,2,68,0,2,Development,Pending,HIGH
TR00567,FI,4,68,2,1,Quality,Approved,HIGH
TR00568,FI,5,65,2,3,Production,Approved,HIGH
TR00569,MM,6,114,0,0,Quality,Rejected,MEDIUM
TR00570,SD,5,59,1,1,Quality,Pending,LOW
TR00571,SD,4,113,0,1,Quality,Rejected,MEDIUM
TR00572,SD,6,80,1,1,Development,Approved,LOW
TR00573,SD,6,54,2,1,Production,Rejected,HIGH
TR00574,MM,5,79,2,2,Production,Approved,HIGH
TR00575,HR,5,83,2,3,Production,Rejected,HIGH
TR00576,SD,4,113,0,0,Development,Pending,MEDIUM
TR00577,FI,2,44,0,2,Production,Pending,MEDIUM
TR00578,FI,6,110,1,1,Production,Approved,MEDIUM
TR00579,HR,1,88,2,1,Production,Rejected,HIGH
TR00580,MM,5,110,2,2,Production,Rejected,MEDIUM
TR00581,HR,4,110,2,2,Production,Approved,MEDIUM
TR00582,MM,5,109,1,1,Production,Rejected,MEDIUM
TR00583,SD,5,79,2,1,Production,Approved,HIGH
TR00584,MM,6,19,0,1,Production,Rejected,LOW
TR00585,FI,4,45,2,2,Development,Approved,HIGH
TR00586,SD,1,52,1,1,Development,Approved,LOW
TR00587,FI,6,88,2,2,Quality,Rejected,HIGH
TR00588,FI,6,50,2,1,Development,Rejected,HIGH
TR00589,MM,4,79,2,3,Development,Pending,HIGH
TR00590,MM,6,52,1,2,Quality,Approved,MEDIUM
TR00591,HR,5,115,2,0,Development,Rejected,HIGH
TR00592,MM,6,88,2,1,Development,Rejected,HIGH
TR00593,HR,1,59,1,2,Development,Rejected,MEDIUM
TR00594,SD,5,112,2,3,Quality,Approved,HIGH
TR00595,MM,3,75,0,0,Development,Rejected,LOW
TR00596,FI,2,95,2,1,Production,Pending,HIGH
TR00597,MM,5,116,2,3,Production,Approved,HIGH
TR00598,MM,1,68,2,2,Development,Approved,LOW
TR00599,SD,5,19,2,1,Quality,Pending,HIGH
TR00600,HR,4,50,0,3,Production,Approved,HIGH
TR00601,FI,6,84,0,0,Quality,Rejected,MEDIUM
TR00602,SD,5,21,1,3,Quality,Pending,HIGH
TR00603,FI,4,30,2,1,Development,Rejected,HIGH
TR00604,SD,6,28,1,2,Development,Rejected,MEDIUM
TR00605,MM,1,15,0,3,Production,Rejected,HIGH
TR00606,SD,2,105,2,2,Development,Pending,HIGH
TR00607,MM,2,33,0,2,Development,Approved,MEDIUM
TR00608,FI,5,69,2,0,Quality,Rejected,LOW
TR00609,MM,6,84,1,2,Quality,Approved,MEDIUM
TR00610,MM,1,46,2,0,Development,Pending,HIGH
TR00611,SD,5,94,1,1,Production,Rejected,MEDIUM
TR00612,SD,4,31,0,2,Development,Approved,MEDIUM
TR00613,HR,3,117,1,1,Production,Rejected,MEDIUM
TR00614,HR,4,67,1,2,Quality,Rejected,MEDIUM
TR00615,FI,3,119,0,1,Quality,Rejected,MEDIUM
TR00616,FI,6,19,0,0,Production,Rejected,LOW
TR00617,MM,1,80,1,3,Production,Approved,HIGH
TR00618,MM,5,103,1,1,Quality,Rejected,MEDIUM
TR00619,HR,3,74,0,1,Production,Rejected,LOW
TR00620,MM,4,30,0,1,Production,Rejected,LOW
TR00621,SD,1,38,1,1,Development,Pending,LOW
TR00622,FI,6,36,2,2,Quality,Pending,HIGH
TR00623,FI,1,93,1,0,Production,Rejected,MEDIUM
TR00624,SD,6,43,2,1,Quality,Rejected,HIGH
TR00625,FI,5,42,1,1,Production,Pending,LOW
TR00626,SD,4,111,1,0,Production,Approved,MEDIUM
TR00627,MM,1,75,2,2,Development,Approved,HIGH
TR00628,SD,5,101,0,1,Quality,Pending,MEDIUM
TR00629,HR,6,71,1,1,Production,Approved,LOW
TR00630,HR,1,41,0,1,Production,Rejected,LOW
TR00631,FI,5,28,0,1,Quality,Approved,LOW
TR00632,HR,5,82,2,0,Production,Rejected,HIGH
TR00633,SD,1,37,1,3,Quality,Approved,HIGH
TR00634,HR,5,28,2,1,Production,Rejected,HIGH
TR00635,MM,6,97,1,3,Production,Rejected,MEDIUM
TR00636,HR,2,23,0,1,Production,Rejected,LOW
TR00637,MM,5,22,0,3,Production,Rejected,HIGH
TR00638,FI,1,71,2,1,Production,Rejected,HIGH
TR00639,HR,5,63,1,0,Production,Rejected,LOW
TR00640,HR,4,54,2,0,Quality,Approved,HIGH
TR00641,MM,1,46,2,3,Quality,Approved,HIGH
TR00642,FI,5,76,0,0,Quality,Rejected,MEDIUM
TR00643,SD,4,56,0,1,Quality,Rejected,LOW
TR00644,SD,5,64,2,2,Production,Pending,HIGH
TR00645,HR,2,62,2,3,Development,Pending,HIGH
TR00646,HR,3,49,2,2,Production,Pending,HIGH
TR00647,FI,6,39,1,1,Development,Approved,LOW
TR00648,SD,5,88,2,0,Development,Pending,HIGH
TR00649,FI,1,115,0,3,Production,Pending,HIGH
TR00650,SD,2,57,0,0,Production,Pending,LOW
TR00651,HR,5,93,2,2,Production,Rejected,LOW
TR00652,HR,4,11,0,2,Development,Approved,MEDIUM
TR00653,MM,5,31,2,0,Quality,Approved,HIGH
TR00654,MM,1,45,1,2,Production,Pending,MEDIUM
TR00655,MM,5,11,2,0,Development,Rejected,HIGH
TR00656,SD,3,114,1,1,Production,Approved,MEDIUM
TR00657,HR,5,10,1,1,Quality,Rejected,LOW
TR00658,FI,5,47,1,0,Production,Pending,LOW
TR00659,SD,6,66,1,3,Development,Pending,HIGH
TR00660,HR,6,68,2,0,Quality,Approved,HIGH
TR00661,HR,6,110,0,1,Quality,Pending,MEDIUM
TR00662,FI,6,116,1,1,Quality,Approved,MEDIUM
TR00663,SD,1,80,0,3,Quality,Pending,HIGH
TR00664,SD,2,105,2,1,Quality,Rejected,HIGH
TR00665,MM,3,36,0,1,Development,Rejected,LOW
TR00666,FI,1,20,2,3,Production,Approved,HIGH
TR00667,FI,4,57,2,2,Quality,Rejected,HIGH
TR00668,HR,2,107,2,2,Quality,Approved,HIGH
TR00669,MM,1,77,1,3,Production,Approved,HIGH
TR00670,HR,6,109,0,3,Development,Rejected,HIGH
TR00671,SD,6,11,0,1,Quality,Rejected,LOW
TR00672,SD,5,120,1,1,Production,Pending,MEDIUM
TR00673,HR,5,53,1,1,Quality,Pending,LOW
TR00674,SD,3,119,1,2,Quality,Approved,MEDIUM
TR00675,MM,1,102,1,1,Production,Pending,MEDIUM
TR00676,MM,2,112,2,1,Quality,Approved,HIGH
TR00677,HR,2,118,2,2,Quality,Pending,HIGH
TR00678,FI,4,22,2,1,Development,Approved,HIGH
TR00679,HR,6,22,1,2,Quality,Pending,MEDIUM
TR00680,SD,3,12,1,0,Quality,Rejected,LOW
TR00681,MM,5,83,2,1,Quality,Pending,HIGH
TR00682,HR,6,67,0,3,Production,Pending,HIGH
TR00683,MM,2,91,1,3,Production,Rejected,HIGH
TR00684,FI,1,30,1,1,Quality,Pending,LOW
TR00685,SD,5,92,1,2,Quality,Pending,MEDIUM
TR00686,HR,4,31,0,0,Development,Rejected,LOW
TR00687,SD,6,99,2,0,Development,Approved,HIGH
TR00688,FI,1,70,2,0,Development,Pending,HIGH
TR00689,FI,1,43,2,1,Development,Rejected,HIGH
TR00690,HR,3,39,0,2,Quality,Rejected,MEDIUM
TR00691,MM,1,14,2,2,Quality,Pending,HIGH
TR00692,SD,5,66,0,1,Production,Rejected,LOW
TR00693,HR,5,91,2,2,Quality,Pending,HIGH
TR00694,FI,4,49,1,3,Quality,Approved,HIGH
TR00695,FI,5,114,0,2,Quality,Pending,MEDIUM
TR00696,HR,4,48,0,3,Quality,Rejected,HIGH
TR00697,FI,5,57,0,3,Production,Pending,HIGH
TR00698,MM,6,104,2,3,Quality,Approved,HIGH
TR00699,HR,6,40,2,2,Quality,Rejected,HIGH
TR00700,SD,4,34,0,1,Development,Pending,LOW
TR00701,HR,5,67,1,3,Development,Pending,LOW
TR00702,FI,2,23,1,2,Development,Rejected,MEDIUM
TR00703,FI,2,21,0,0,Quality,Approved,LOW
TR00704,SD,4,57,1,0,Quality,Approved,LOW
TR00705,MM,1,44,1,0,Production,Pending,LOW
TR00706,SD,4,116,0,0,Production,Approved,MEDIUM
TR00707,HR,2,104,0,1,Quality,Rejected,MEDIUM
TR00708,MM,4,59,2,2,Quality,Approved,HIGH
TR00709,FI,6,80,2,0,Quality,Pending,HIGH
TR00710,MM,3,16,2,1,Development,Approved,HIGH
TR00711,SD,1,31,1,0,Quality,Approved,LOW
TR00712,HR,6,86,0,2,Development,Approved,MEDIUM
TR00713,FI,6,89,1,0,Development,Pending,MEDIUM
TR00714,FI,2,72,0,2,Production,Rejected,MEDIUM
TR00715,HR,6,34,0,3,Quality,Rejected,HIGH
TR00716,FI,4,100,1,2,Production,Rejected,MEDIUM
TR00717,MM,5,54,1,3,Quality,Rejected,HIGH
TR00718,MM,1,77,0,3,Quality,Pending,HIGH
TR00719,HR,1,109,2,3,Production,Approved,HIGH
TR00720,SD,5,40,1,0,Production,Rejected,LOW
TR00721,MM,5,97,1,1,Production,Pending,MEDIUM
TR00722,SD,1,22,2,0,Development,Approved,HIGH
TR00723,FI,2,23,1,1,Development,Approved,LOW
TR00724,HR,6,72,2,2,Development,Pending,HIGH
TR00725,FI,1,36,2,3,Development,Pending,HIGH
TR00726,FI,3,81,2,3,Quality,Rejected,HIGH
TR00727,SD,5,15,2,0,Quality,Approved,HIGH
TR00728,FI,1,102,0,3,Development,Approved,HIGH
TR00729,MM,5,90,0,3,Production,Approved,HIGH
TR00730,SD,6,68,2,3,Development,Approved,HIGH
TR00731,HR,5,53,2,1,Production,Rejected,HIGH
TR00732,SD,3,80,1,2,Quality,Rejected,MEDIUM
TR00733,SD,5,40,2,1,Quality,Rejected,HIGH
TR00734,SD,3,67,1,3,Development,Rejected,MEDIUM
TR00735,FI,5,27,1,0,Quality,Approved,LOW
TR00736,SD,1,108,2,2,Production,Rejected,HIGH
TR00737,MM,1,14,1,2,Development,Approved,MEDIUM
TR00738,MM,2,42,1,0,Production,Pending,LOW
TR00739,MM,6,19,2,2,Quality,Approved,HIGH
TR00740,FI,5,92,1,0,Production,Rejected,MEDIUM
TR00741,FI,3,54,1,3,Development,Approved,HIGH
TR00742,FI,6,109,2,3,Development,Pending,HIGH
TR00743,SD,5,82,0,2,Production,Rejected,MEDIUM
TR00744,FI,6,103,1,3,Production,Rejected,HIGH
TR00745,MM,4,47,1,1,Development,Pending,LOW
TR00746,FI,5,61,1,0,Quality,Rejected,MEDIUM
TR00747,MM,2,71,2,1,Quality,Pending,HIGH
TR00748,MM,5,88,2,1,Development,Approved,HIGH
TR00749,HR,3,97,2,0,Development,Rejected,HIGH
TR00750,SD,3,34,1,2,Production,Rejected,MEDIUM
TR00751,MM,3,88,1,1,Quality,Approved,MEDIUM
TR00752,MM,2,97,1,1,Production,Approved,MEDIUM
TR00753,FI,2,89,0,2,Development,Pending,MEDIUM
TR00754,FI,3,67,1,0,Quality,Approved,MEDIUM
TR00755,MM,2,79,2,2,Production,Pending,HIGH
TR00756,MM,6,99,2,0,Quality,Rejected,HIGH
TR00757,FI,3,31,0,2,Development,Rejected,MEDIUM
TR00758,FI,4,93,0,0,Quality,Rejected,MEDIUM
TR00759,SD,1,12,1,3,Development,Pending,HIGH
TR00760,FI,3,72,2,0,Development,Approved,HIGH
TR00761,HR,5,101,0,0,Development,Rejected,MEDIUM
TR00762,HR,4,105,0,0,Quality,Rejected,MEDIUM
TR00763,SD,2,74,1,0,Production,Pending,LOW
TR00764,FI,5,45,0,1,Quality,Pending,LOW
TR00765,FI,6,58,2,1,Quality,Approved,HIGH
TR00766,HR,3,87,1,3,Production,Approved,HIGH
TR00767,MM,5,79,2,1,Development,Pending,HIGH
TR00768,MM,4,108,0,1,Quality,Approved,MEDIUM
TR00769,FI,2,50,0,0,Quality,Pending,LOW
TR00770,SD,4,105,2,2,Development,Approved,HIGH
TR00771,MM,1,107,2,2,Production,Rejected,HIGH
TR00772,MM,2,97,0,2,Development,Rejected,MEDIUM
TR00773,MM,5,118,2,3,Production,Rejected,HIGH
TR00774,HR,4,70,0,1,Development,Approved,LOW
TR00775,SD,4,38,2,1,Development,Approved,HIGH
TR00776,HR,5,72,2,2,Quality,Approved,HIGH
TR00777,FI,5,104,1,2,Quality,Rejected,MEDIUM
TR00778,FI,5,23,1,3,Development,Approved,HIGH
TR00779,HR,6,15,2,3,Production,Rejected,HIGH
TR00780,MM,3,66,1,2,Quality,Pending,MEDIUM
TR00781,SD,5,16,2,1,Quality,Rejected,HIGH
TR00782,FI,2,109,2,1,Quality,Pending,HIGH
TR00783,FI,2,68,2,1,Quality,Approved,HIGH
TR00784,MM,6,103,0,0,Development,Rejected,MEDIUM
TR00785,SD,1,77,2,3,Production,Rejected,HIGH
TR00786,MM,4,80,1,0,Development,Pending,LOW
TR00787,MM,2,28,0,0,Quality,Pending,LOW
TR00788,HR,3,90,0,0,Development,Approved,MEDIUM
TR00789,FI,4,73,1,0,Production,Pending,MEDIUM
TR00790,HR,4,62,1,0,Production,Rejected,HIGH
TR00791,SD,5,90,2,1,Development,Approved,HIGH
TR00792,SD,1,28,0,2,Quality,Approved,MEDIUM
TR00793,MM,2,96,1,1,Quality,Rejected,MEDIUM
TR00794,FI,1,108,1,2,Quality,Pending,MEDIUM
TR00795,HR,5,18,1,3,Development,Approved,HIGH
TR00796,SD,3,77,1,1,Production,Approved,LOW
TR00797,FI,5,103,2,0,Quality,Rejected,HIGH
TR00798,SD,4,87,1,2,Production,Rejected,MEDIUM
TR00799,SD,2,88,2,3,Production,Rejected,HIGH
TR00800,HR,2,88,0,2,Development,Approved,MEDIUM
TR00801,HR,6,111,0,1,Production,Pending,MEDIUM
TR00802,SD,3,81,2,1,Development,Rejected,HIGH
TR00803,SD,3,111,0,2,Quality,Rejected,MEDIUM
TR00804,FI,1,97,1,2,Quality,Rejected,MEDIUM
TR00805,FI,2,34,1,2,Production,Pending,MEDIUM
TR00806,FI,6,27,1,1,Production,Pending,LOW
TR00807,SD,4,110,1,0,Production,Pending,MEDIUM
TR00808,SD,5,78,0,1,Production,Rejected,LOW
TR00809,SD,1,29,1,0,Quality,Pending,LOW
TR00810,MM,5,87,1,1,Production,Approved,MEDIUM
TR00811,SD,6,119,1,0,Quality,Pending,MEDIUM
TR00812,MM,3,67,1,1,Production,Pending,LOW
TR00813,SD,1,109,0,0,Quality,Rejected,MEDIUM
TR00814,MM,2,53,1,2,Quality,Approved,MEDIUM
TR00815,FI,5,96,0,1,Production,Approved,MEDIUM
TR00816,FI,1,49,0,0,Quality,Pending,LOW
TR00817,FI,5,108,2,2,Development,Rejected,HIGH
TR00818,MM,3,35,0,2,Quality,Rejected,MEDIUM
TR00819,HR,6,25,1,1,Development,Pending,LOW
TR00820,FI,2,79,1,2,Quality,Approved,MEDIUM
TR00821,SD,5,41,0,0,Quality,Rejected,LOW
TR00822,HR,1,26,0,3,Production,Approved,HIGH
TR00823,FI,1,64,1,1,Production,Rejected,MEDIUM
TR00824,HR,5,55,1,2,Development,Rejected,MEDIUM
TR00825,FI,4,82,0,0,Production,Pending,MEDIUM
TR00826,SD,6,92,2,3,Quality,Approved,HIGH
TR00827,MM,5,43,1,3,Development,Rejected,HIGH
TR00828,SD,3,68,1,0,Development,Pending,LOW
TR00829,HR,4,118,0,2,Quality,Rejected,MEDIUM
TR00830,FI,4,114,2,0,Quality,Rejected,HIGH
TR00831,SD,5,69,1,3,Development,Rejected,HIGH
TR00832,MM,4,59,0,2,Development,Rejected,MEDIUM
TR00833,HR,5,110,1,1,Development,Rejected,MEDIUM
TR00834,HR,1,85,2,3,Quality,Rejected,HIGH
TR00835,HR,2,49,1,0,Production,Approved,LOW
TR00836,HR,3,73,2,0,Development,Approved,HIGH
TR00837,FI,2,94,0,3,Production,Pending,HIGH
TR00838,HR,2,36,2,2,Quality,Rejected,HIGH
TR00839,SD,4,101,1,0,Production,Approved,MEDIUM
TR00840,HR,2,119,1,0,Quality,Rejected,MEDIUM
TR00841,FI,6,81,1,0,Quality,Approved,MEDIUM
TR00842,HR,6,50,2,3,Quality,Pending,HIGH
TR00843,MM,6,32,1,1,Development,Rejected,LOW
TR00844,SD,4,29,1,1,Development,Approved,LOW
TR00845,MM,6,72,2,3,Development,Approved,HIGH
TR00846,HR,4,110,2,3,Production,Approved,HIGH
TR00847,HR,5,114,1,3,Quality,Approved,HIGH
TR00848,FI,5,73,2,1,Production,Rejected,HIGH
TR00849,SD,1,14,2,3,Production,Pending,HIGH
TR00850,HR,6,20,0,2,Quality,Rejected,HIGH
TR00851,FI,2,70,2,0,Production,Rejected,HIGH
TR00852,SD,5,16,1,0,Quality,Pending,LOW
TR00853,HR,5,103,1,3,Quality,Pending,HIGH
TR00854,FI,6,86,2,2,Production,Rejected,HIGH
TR00855,HR,5,31,2,0,Production,Pending,HIGH
TR00856,FI,3,72,0,1,Production,Approved,MEDIUM
TR00857,SD,3,26,2,2,Quality,Pending,LOW
TR00858,MM,5,104,0,3,Quality,Approved,HIGH
TR00859,MM,4,33,2,0,Quality,Approved,HIGH
TR00860,MM,4,106,1,3,Development,Rejected,HIGH
TR00861,MM,2,83,2,2,Development,Rejected,HIGH
TR00862,FI,1,31,1,3,Quality,Pending,HIGH
TR00863,MM,4,97,2,3,Quality,Pending,HIGH
TR00864,HR,1,46,1,3,Production,Pending,HIGH
TR00865,FI,1,78,2,2,Quality,Rejected,HIGH
TR00866,SD,3,44,1,0,Quality,Rejected,LOW
TR00867,HR,6,105,0,1,Production,Pending,MEDIUM
TR00868,MM,3,80,0,0,Development,Approved,LOW
TR00869,FI,6,67,1,1,Production,Pending,MEDIUM
TR00870,FI,1,89,0,0,Production,Rejected,MEDIUM
TR00871,MM,5,91,0,0,Development,Rejected,MEDIUM
TR00872,MM,1,99,0,2,Quality,Pending,MEDIUM
TR00873,FI,6,68,1,3,Production,Rejected,HIGH
TR00874,SD,3,30,0,2,Development,Pending,MEDIUM
TR00875,FI,3,114,1,1,Quality,Approved,MEDIUM
TR00876,MM,5,60,0,3,Development,Approved,HIGH
TR00877,HR,2,88,2,0,Quality,Rejected,HIGH
TR00878,FI,1,19,2,2,Quality,Approved,HIGH
TR00879,MM,6,91,0,0,Production,Pending,MEDIUM
TR00880,SD,4,83,0,3,Quality,Pending,HIGH
TR00881,FI,5,38,0,3,Production,Pending,HIGH
TR00882,SD,3,97,1,3,Development,Rejected,HIGH
TR00883,FI,3,78,1,0,Quality,Pending,MEDIUM
TR00884,MM,5,15,1,1,Quality,Rejected,LOW
TR00885,FI,6,98,1,3,Development,Rejected,HIGH
TR00886,MM,2,14,0,0,Production,Rejected,LOW
TR00887,HR,1,111,2,2,Quality,Rejected,HIGH
TR00888,HR,1,14,1,0,Quality,Rejected,LOW
TR00889,MM,6,95,2,3,Production,Rejected,HIGH
TR00890,MM,1,14,2,1,Quality,Rejected,HIGH
TR00891,FI,2,99,2,1,Development,Approved,HIGH
TR00892,SD,1,68,2,1,Production,Approved,HIGH
TR00893,FI,1,73,2,1,Development,Approved,HIGH
TR00894,HR,3,25,2,1,Quality,Approved,HIGH
TR00895,MM,3,18,0,2,Development,Pending,MEDIUM
TR00896,SD,5,31,1,1,Production,Approved,LOW
TR00897,HR,2,12,1,0,Development,Approved,LOW
TR00898,FI,6,93,2,2,Quality,Rejected,HIGH
TR00899,HR,6,26,0,1,Production,Pending,LOW
TR00900,HR,2,32,2,0,Production,Approved,HIGH
TR00901,FI,6,115,1,2,Quality,Approved,MEDIUM
TR00902,MM,1,77,0,2,Production,Rejected,MEDIUM
TR00903,MM,3,16,0,0,Development,Rejected,LOW
TR00904,HR,4,32,0,0,Development,Rejected,LOW
TR00905,MM,4,42,1,3,Development,Approved,HIGH
TR00906,MM,2,110,0,3,Production,Approved,LOW
TR00907,HR,5,84,1,3,Development,Rejected,HIGH
TR00908,SD,2,109,0,2,Development,Approved,MEDIUM
TR00909,HR,2,58,0,0,Quality,Rejected,LOW
TR00910,HR,2,37,2,3,Development,Pending,HIGH
TR00911,HR,6,34,2,2,Quality,Approved,HIGH
TR00912,FI,6,82,0,2,Development,Approved,MEDIUM
TR00913,HR,4,31,1,1,Quality,Rejected,LOW
TR00914,MM,5,80,0,0,Quality,Rejected,LOW
TR00915,MM,5,70,1,2,Development,Rejected,MEDIUM
TR00916,MM,2,51,1,1,Production,Approved,LOW
TR00917,FI,4,15,0,3,Production,Rejected,HIGH
TR00918,HR,4,113,2,0,Quality,Pending,HIGH
TR00919,FI,6,103,1,1,Development,Pending,MEDIUM
TR00920,FI,1,71,2,2,Development,Rejected,HIGH
TR00921,FI,4,69,0,3,Development,Pending,HIGH
TR00922,FI,6,19,1,2,Production,Approved,MEDIUM
TR00923,SD,6,88,2,1,Production,Approved,HIGH
TR00924,SD,6,17,2,2,Development,Approved,HIGH
TR00925,HR,5,15,1,2,Development,Rejected,MEDIUM
TR00926,FI,5,100,0,1,Quality,Approved,MEDIUM
TR00927,HR,6,106,2,1,Production,Approved,HIGH
TR00928,SD,5,97,1,2,Development,Approved,MEDIUM
TR00929,HR,4,74,2,0,Quality,Rejected,HIGH
TR00930,SD,4,89,1,0,Development,Pending,MEDIUM
TR00931,HR,2,46,0,0,Development,Pending,LOW
TR00932,MM,4,29,0,0,Quality,Pending,LOW
TR00933,MM,4,54,1,3,Production,Rejected,LOW
TR00934,FI,1,112,0,2,Quality,Rejected,MEDIUM
TR00935,SD,4,85,2,3,Quality,Pending,HIGH
TR00936,SD,2,111,1,1,Quality,Pending,MEDIUM
TR00937,FI,2,55,1,3,Development,Rejected,HIGH
TR00938,SD,2,32,2,1,Development,Approved,HIGH
TR00939,SD,5,26,1,2,Quality,Approved,MEDIUM
TR00940,FI,6,50,1,1,Quality,Pending,LOW
TR00941,MM,5,48,0,0,Quality,Pending,LOW
TR00942,HR,3,29,0,2,Production,Rejected,MEDIUM
TR00943,SD,5,95,0,3,Quality,Rejected,HIGH
TR00944,HR,1,27,2,0,Quality,Approved,HIGH
TR00945,MM,4,55,0,2,Development,Rejected,MEDIUM
TR00946,MM,3,35,0,0,Production,Pending,LOW
TR00947,FI,5,60,0,3,Quality,Rejected,HIGH
TR00948,FI,6,56,1,1,Production,Pending,LOW
TR00949,SD,1,46,1,2,Quality,Pending,MEDIUM
TR00950,FI,2,103,1,3,Quality,Pending,HIGH
TR00951,HR,6,63,0,0,Development,Approved,LOW
TR00952,SD,1,85,1,0,Development,Pending,MEDIUM
TR00953,SD,4,32,2,3,Production,Rejected,HIGH
TR00954,MM,2,33,1,2,Production,Pending,MEDIUM
TR00955,SD,4,81,2,3,Development,Approved,HIGH
TR00956,MM,3,48,2,3,Development,Rejected,HIGH
